,name,ep,lan
3981,Attack No.1,Ep 104/104,SUB
3982,Blue Blink,Ep 39/39,SUB
3983,Needless+: The Secret of Saint Lily Academy,Ep 12/12,"SUB
DUB"
3984,Naruto OVA2: The Lost Story - Mission: Protect the Waterfall Village,Ep 1/1,"SUB
DUB"
3985,Disgaea,Ep 12/12,"SUB
DUB"
3986,Macross 7 Plus,Ep 12/12,SUB
3987,Koihime†Musou,Ep 12/12,SUB
3988,Goldfish Warning!,Ep 54/54,SUB
3989,Katekyo Hitman Reborn! x ēlDLIVE Special,Ep 1/1,SUB
3990,Hyakko Extra,Ep 1/1,SUB
3991,Sound! Euphonium Specials,Ep 7/7,SUB
3992,Cop Craft,Ep 12/12,"SUB
DUB"
3993,Baja no Studio: Baja no Mita Umi,Ep 1/1,SUB
3994,Blue Comet SPT Layzner,Ep 3/3,SUB
3995,Blue Legend Shoot!,Ep Full,SUB
3996,Real Girl,Ep 12/12,"SUB
DUB"
3997,Charlotte of the Young Grass,Ep 30/30,SUB
3998,In Search of the Lost Future,Ep 12/12,SUB
3999,Urusei Yatsura Movie 4: Lum The Forever,Ep Full,"SUB
DUB"
4000,UFO Ultramaiden Valkyrie,Ep 12/12,"SUB
DUB"
4001,Celestial Method,Ep 13/13,SUB
4002,Izetta: The Last Witch,Ep 12/12,"SUB
DUB"
4003,The Sacred Blacksmith,Ep 12/12,"SUB
DUB"
4004,RE-KAN!,Ep 13/13,
4005,One Piece: Defeat the Pirate Ganzack!,Ep 1/1,SUB
4006,Gargoyle of Yoshinaga House,Ep 13/13,SUB
4007,Venus Wars,Ep Full,SUB
4008,The Good Witch Of The West,Ep 13/13,SUB
4009,NekoparA,Ep 12/12,"SUB
DUB"
4010,Natsu-iro Kiseki: 15-kaime no Natsuyasumi,Ep 1/1,SUB
4011,Naruto Narutimate Hero 3: Tsuini Gekitotsu! Jounin vs. Genin!! Musabetsu Dairansen Taikai Kaisai!!,Ep 1/1,SUB
4012,Mayonaka no Occult Koumuin: Fukurokouji to Ano Ko to Ore to,Ep 1/1,SUB
4013,Tweeny Witches: Alice Adventures,Ep 6/6,SUB
4014,Unbreakable Machine-Doll Special,Ep 6/6,"SUB
DUB"
4015,Ghost in the Shell: Stand Alone Complex - The Laughing Man - Tachikomatic Days,Ep 1/1,"SUB
DUB"
4016,Argento Soma,Ep 25/25,"SUB
DUB"
4017,Arcana Famiglia: Capriccio - stile Arcana Famiglia,Ep 1/1,"SUB
DUB"
4018,Aikatsu on Parade!,Ep 25/25,SUB
4019,Bluer Than Indigo: Speaking of Dreams,Ep 1/1,SUB
4020,Mitchiri Neko,Ep 13/13,SUB
4021,Lupin III: Prison of the Past,Ep 1/1,"SUB
DUB"
4022,Kyoukai no Kanata: Mini Gekijou,Ep 7/7,SUB
4023,Blood Blockade Battlefront: Even These Are the Worst and Best Days Ever,Ep 1/1,SUB
4024,Legendary Idol Eriko,Ep 51/51,SUB
4025,A Bridge to the Starry Skies,Ep 12/12,SUB
4026,Tree in the Sun,Ep 25/25,SUB
4027,Gunparade March: A New Song for the March,Ep 12/12,"SUB
DUB"
4028,gdgd Fairies,Ep 12/12,DUB
4029,GARO: THE ANIMATION - HOME,Ep 1/1,"SUB
DUB"
4030,Ensemble Stars!,Ep 24/24,"SUB
DUB"
4031,Dragon Ball Movie 02: Sleeping Princess in Devil's Castle,Ep Full,"SUB
DUB"
4032,Outburst Dreamer Boys,Ep 11/11,SUB
4033,Bakuretsu Tenshi: Infinity,Ep 1/1,SUB
4034,Samurai Harem,Ep 12/12,SUB
4035,Ani*Kuri15,Ep 1/15,SUB
4036,Ze Tian Ji 5th Season,Ep 12/12,SUB
4037,Ultraman,Ep 13/13,SUB
4038,Teekyu 3,Ep 12/12,SUB
4039,Sonic the Hedgehog: The Movie,Ep 2/2,SUB
4040,Youths and Golden Coffin,Ep 26/26,SUB
4041,Schwarzes Marken,Ep 12/12,SUB
4042,Lagrange: The Flower of Rin-ne – Kamogawa Days,Ep 1/1,SUB
4043,Tenchi Muyou!: Galaxy Police Mihoshi Space Adventure,Ep 1/1,"SUB
DUB"
4044,Sword Art Online: Alicization - War of Underworld Recap,Ep 1/1,SUB
4045,Smile Pretty Cure!,Ep 48/48,"SUB
DUB"
4046,Silent Möbius,Ep 26/26,"SUB
DUB"
4047,Princess Lover!,Ep 12/12,SUB
4048,Peter Pan & Wendy,Ep 41/41,SUB
4049,Web Ghosts PiPoPa,Ep 51/51,SUB
4050,Monster Rancher,Ep 48/48,DUB
4051,Ao-chan Can't Study!,Ep 12/12,"SUB
DUB"
4052,Megazone 23,Ep 4/4,"SUB
DUB"
4053,Maburaho,Ep 24/24,"SUB
DUB"
4054,Lupin III: Touhou Kenbunroku - Another Page,Ep 1/1,"SUB
DUB"
4055,Lupin III: Goodbye Partner,Ep 1/1,"SUB
DUB"
4056,Anemone: Eureka Seven Hi-Evolution,Ep Full,"SUB
DUB"
4057,Ikkitousen: Dragon Destiny,Ep 12/12,"SUB
DUB"
4058,Ikebukuro West Gate Park,Ep 12/12,"SUB
DUB"
4059,Fight! Kickers,Ep 23/23,
4060,Fireball Charming,Ep 13/13,SUB
4061,Crayon Shin-chan Movie 25: Shin-chan Shuurai! Uchuujin Shiriri,Ep Full,SUB
4062,Cardfight!! Vanguard Legion Mate,Ep 33/33,SUB
4063,Caramel Honey,Ep 30/30,SUB
4064,Brave Witches,Ep 12/12,"SUB
DUB"
4065,Brave 10,Ep 12/12,SUB
4066,Beatless Final Stage,Ep 4/4,SUB
4067,Burst Angel,Ep 24/24,"SUB
DUB"
4068,My Sweet Tyrant,Ep 25/25,SUB
4069,22/7,Ep 12/12,SUB
4070,Naruto: The Cross Roads,Ep 1/1,SUB
4071,Mizu no Kotoba,Ep 1/1,SUB
4072,Mijikamon,Ep 13/12,SUB
4073,Sorcerous Stabber Orphen 2nd Season: Revenge,Ep 23/23,SUB
4074,"Like the Clouds, Like the Wind",Ep Full,SUB
4075,I My Me! Strawberry Eggs,Ep 13/13,"SUB
DUB"
4076,A Portrait of Jianghu: Spirit Master,Ep 41/41,SUB
4077,Aria the Scarlet Ammo Special,Ep 1/1,"SUB
DUB"
4078,Dragon Ball Z: Saiya-jin Zetsumetsu Keikaku,Ep 2/2,SUB
4079,Beyond the Boundary: Idol Trial!,Ep 5/5,SUB
4080,Koukaku Kidoutai Arise: Another Mission,Ep 1/1,"SUB
DUB"
4081,Hurricane Polymar,Ep 26/26,SUB
4082,THE IDOLM@STER CINDERELLA GIRLS Theater,Ep 13/13,SUB
4083,Cardfight!! Vanguard G,Ep 48/48,SUB
4084,Bubblegum Crash,Ep 3/3,"SUB
DUB"
4085,All Purpose Cultural Cat Girl Nuku Nuku TV,Ep 14/12,"SUB
DUB"
4086,Sorcerer Hunters,Ep 3/3,"SUB
DUB"
4087,The Heroic Legend of Arslan,Ep 1/1,SUB
4088,Amagami SS+ Plus Picture Drama,Ep 2/2,SUB
4089,Akuma no Riddle: Shousha wa Dare? Nukiuchi Test,Ep 1/1,"SUB
DUB"
4090,Action Heroine Cheer Fruits,Ep 12/12,SUB
4091,Absolute Duo,Ep 12/12,"SUB
DUB"
4092,009 Re:Cyborg,Ep Full,"SUB
DUB"
4093,Z/X: Ignition,Ep 12/12,SUB
4094,Wingman,Ep 22/47,SUB
4095,Wo de Ni Tian Shen Qi,Ep 16/16,SUB
4096,"Stella Women's Academy, High School Division Class C³",Ep 13/13,SUB
4097,Occult Academy Specials,Ep 5/4,SUB
4098,Gonna be the Twin-Tail!!,Ep 12/12,"SUB
DUB"
4099,Youkai Watch: Shadow Side,Ep 37/49,SUB
4100,Once Upon A Time,Ep Full,SUB
4101,You're Under Arrest: No Mercy!!,Ep 1/1,SUB
4102,Sword Art Online II: Debriefing,Ep 1/1,SUB
4103,Street Fighter Alpha: The Movie,Ep Full,"SUB
DUB"
4104,Dragonar Academy,Ep 12/12,"SUB
DUB"
4105,Rizelmine,Ep 24/24,SUB
4106,Phantasy Star Online 2: Episode Oracle,Ep 25/25,SUB
4107,OniAi,Ep 12/12,SUB
4108,Oda Cinnamon Nobunaga,Ep 12/12,SUB
4109,Miss Monochrome The Animation 3,Ep 13/13,SUB
4110,Masamune-kun's Revenge OVA,Ep 1/1,SUB
4111,Wise Man's Grandchild,Ep 12/12,"SUB
DUB"
4112,Juni Taisen: Zodiac War,Ep 12/12,"SUB
DUB"
4113,Honto ni Atta! Reibai Sensei,Ep 22/22,SUB
4114,Flower Witch Mary Bell,Ep 50/50,SUB
4115,Godzilla: Planet of the Monsters,Ep Full,"SUB
DUB"
4116,Gakuen Handsome,Ep 12/12,SUB
4117,Fuuka,Ep 12/12,"SUB
DUB"
4118,The Highschool Life of a Fudanshi,Ep 12/12,SUB
4119,Eromanga Sensei,Ep 12/12,SUB
4120,The Legend of the Legendary Heroes: Iris Report,Ep 1/1,"SUB
DUB"
4121,Danchigai,Ep 12/12,SUB
4122,Dance in the Vampire Bund: Special Edition,Ep 1/1,SUB
4123,Cosmo Warrior Zero,Ep 13/13,DUB
4124,X: An Omen,Ep 1/1,"SUB
DUB"
4125,White Album Season 2,Ep 13/13,SUB
4126,VS Knight Lamune & 40 Fire,Ep 26/26,SUB
4127,Urusei Yatsura Movie 6: Always My Darling,Ep Full,"SUB
DUB"
4128,"UFO Ultramaiden Valkyrie 4: Banquet of Time, Dreams, and Galaxies",Ep 2/2,"SUB
DUB"
4129,Sword Art Online II,Ep 24/24,"SUB
DUB"
4130,Stratos 4 Advance,Ep 6/6,SUB
4131,Starmyu 3rd Season,Ep 12/12,SUB
4132,Tenchi in Tokyo: Specials,Ep 6/6,SUB
4133,Sakura Wars OVA 2: The Gorgeous Blooming Cherry Blossoms,Ep 6/6,SUB
4134,Ro-Kyu-Bu ~ Fast Break!,Ep 12/12,SUB
4135,Overlord: Ple Ple Pleiades 2,Ep 13/13,SUB
4136,Shomin Sample,Ep 12/12,"SUB
DUB"
4137,Cooking with Valkyries,Ep 10/10,SUB
4138,Mobile Suit Gundam MS IGLOO: Apocalypse 0079,Ep 3/3,SUB
4139,Magimoji Rurumo,Ep 12/12,SUB
4140,Lupin III: Goodbye Lady Liberty,Ep 1/1,"SUB
DUB"
4141,Kuma Kuma Kuma Bear,Ep 12/12,"SUB
DUB"
4142,Galaxy Express 999: Eternal Traveller Emeraldas,Ep 1/1,SUB
4143,Mysterious Play: Eikoden,Ep 4/4,SUB
4144,Full Metal Panic! Movie 1: Boy Meets Girl,Ep Full,SUB
4145,El Hazard 2: The Magnificent World,Ep 4/4,"SUB
DUB"
4146,Dragon Ball Z: The Return of Cooler,Ep Full,"SUB
DUB"
4147,Le Portrait de Petit Cossette,Ep 3/3,"SUB
DUB"
4148,BBK/BRNK: The Gentle Giants of the Galaxy,Ep 12/12,SUB
4149,Extra Olympia Kyklos,Ep 24/24,SUB
4150,Atom: The Beginning,Ep 12/12,SUB
4151,Naruto OVA3: Hidden Leaf Village Grand Sports Festival,Ep 1/1,"SUB
DUB"
4152,Nanbaka: Idiots with Student Numbers!,Ep 1/1,"SUB
DUB"
4153,Lucy-May of the Southern Rainbow,Ep 50/50,SUB
4154,Masamune-kun's Revenge,Ep 12/12,"SUB
DUB"
4155,The Magnificent Kotobuki,Ep 12/12,SUB
4156,Kishin Taisen Gigantic Formula,Ep 26/26,SUB
4157,Hero Tales,Ep 26/26,"SUB
DUB"
4158,Happy☆Lesson: The Final,Ep 3/3,SUB
4159,Happy☆Lesson: Advance,Ep 13/13,SUB
4160,Etotama,Ep 12/12,SUB
4161,Cardfight!! Vanguard Asia Circuit,Ep 39/39,SUB
4162,Candy Boy (ONA): Side Story For Archive,Ep 1/1,SUB
4163,Candy Boy: EX01 - Mirai Yohouzu,Ep 1/1,SUB
4164,Black Rock Shooter,Ep 8/8,"SUB
DUB"
4165,Battle Spirits: Saga Brave,Ep 3/3,SUB
4166,Babylon,Ep 12/12,"SUB
DUB"
4167,Yu☆Gi☆Oh! Zexal Second,Ep 73/73,"SUB
DUB"
4168,Vassalord.,Ep 1/1,SUB
4169,Strike the Blood: Kieta Seisou-hen,Ep 1/1,SUB
4170,Blade Dance of the Elementalers,Ep 12/12,SUB
4171,Project A-Ko,Ep Full,SUB
4172,No Game No Life: Zero - Manner Movie,Ep Full,SUB
4173,Neo Angelique Abyss,Ep 13/13,SUB
4174,Ze Tian Ji,Ep 13/13,SUB
4175,Everlasting Immortal Firmament 2nd Season,Ep 12/12,SUB
4176,Magic of Stella,Ep 12/12,SUB
4177,Tenchi in Tokyo,Ep 26/26,"SUB
DUB"
4178,Sengoku BASARA: End of Judgement,Ep 12/12,"SUB
DUB"
4179,Rosario + Vampire,Ep 13/13,"SUB
DUB"
4180,Recorder and Randsell Re,Ep 13/13,SUB
4181,Radiant,Ep 21/21,"SUB
DUB"
4182,Queen Emeraldas,Ep 4/4,"SUB
DUB"
4183,And you thought there is never a girl online?,Ep 12/12,"SUB
DUB"
4184,The Ones Within,Ep 12/12,"SUB
DUB"
4185,Lupin III: Princess of the Breeze - Kakusareta Kuuchuu Toshi,Ep 1/1,"SUB
DUB"
4186,Lupin III: Elusiveness of the Fog,Ep 1/1,"SUB
DUB"
4187,"Kono Naka ni Hitori, Imouto ga Iru!: Ani, Imouto, Koibito",Ep 1/1,"SUB
DUB"
4188,This Ugly Yet Beautiful World,Ep 12/12,"SUB
DUB"
4189,Kikaider 01: The Animation,Ep 4/4,"SUB
DUB"
4190,Kakurenbo: Hide & Seek,Ep Full,DUB
4191,Alpenrose,Ep 20/20,SUB
4192,Hitori no Shita - The Outcast,Ep 12/12,SUB
4193,Hitohira,Ep 12/12,SUB
4194,The Phoenix: Chapter of Yamato,Ep 1/1,SUB
4195,Happiness Charge Precure!,Ep 49/49,SUB
4196,The Galaxy Railways: A Letter from the Abandoned Planet,Ep 4/4,SUB
4197,Dream Festival!,Ep 12/12,SUB
4198,Crayon Shin-chan Movie 15: Arashi wo Yobu Utau Ketsu dake Bakudan!,Ep Full,SUB
4199,Magic User's Club,Ep 13/13,"SUB
DUB"
4200,Steel Angel Kurumi,Ep 24/24,"SUB
DUB"
4201,Chi's Sweet Adventure,Ep 51/51,"SUB
DUB"
4202,Chronicles of the Going Home Club,Ep 12/12,SUB
4203,Kaleido Star: Good da yo! Goood!!,Ep 1/1,SUB
4204,Samurai Bride,Ep 12/12,SUB
4205,The Outcast 3rd Season,Ep 8/8,SUB
4206,Granbelm,Ep 13/13,SUB
4207,Gate Keepers 21,Ep 6/6,"SUB
DUB"
4208,Original Dirty Pair: Flight 005 Conspiracy,Ep 1/1,"SUB
DUB"
4209,Devils' Line,Ep 12/12,"SUB
DUB"
4210,Blackfox,Ep Full,SUB
4211,3x3 Eyes,Ep 4/4,SUB
4212,Pokemon The Movie 06: Jirachi Wishmaker,Ep Full,"SUB
DUB"
4213,Valkyria Chronicles: Theater,Ep 9/9,SUB
4214,My Wife is the Student Council President OVA,Ep 1/1,SUB
4215,Myriad Colors Phantom World: The Polka Dot Miracle (OVA),Ep 1/1,SUB
4216,Mobile Suit Gundam: The 08th MS Team - Miller,Ep Full,"SUB
DUB"
4217,Majikoi: Oh! Samurai Girls,Ep 12/12,"SUB
DUB"
4218,Crows,Ep 2/2,SUB
4219,Gourmet Girl Graffiti,Ep 12/12,SUB
4220,Lovely Muuuuuuuco!,Ep 25/25,SUB
4221,Isshuukan Friends. Specials,Ep 12/12,SUB
4222,Infinite Stratos,Ep 12/12,"SUB
DUB"
4223,Inazuma Eleven: Orion no Kokuin,Ep 49/49,SUB
4224,Ikkitousen: Xtreme Xecutor,Ep 12/12,"SUB
DUB"
4225,Ikkitousen: Great Guardians,Ep 12/12,"SUB
DUB"
4226,Grappler Baki,Ep 1/1,"SUB
DUB"
4227,GRANBLUE FANTASY The Animation Season2,Ep 12/12,SUB
4228,Getter Robo,Ep 51/51,SUB
4229,Gekitou! Crush Gear Turbo,Ep 26/68,SUB
4230,Future Card Buddyfight,Ep 64/64,DUB
4231,Futari wa Precure: Max Heart Movie 1,Ep Full,SUB
4232,Fate/kaleid liner Prisma☆Illya Specials,Ep 5/5,SUB
4233,Fate/Grand Order -First Order-,Ep 1/1,SUB
4234,Canvas 2: Rainbow Colored Sketch,Ep 24/24,SUB
4235,Cat Planet Cuties: Come Drop By,Ep 1/1,SUB
4236,The Demonic King Who Chases His Wife,Ep 13/13,SUB
4237,Xiang Ling Ji,Ep 14/15,SUB
4238,ViVid Strike! Specials,Ep 3/3,SUB
4239,Tenchi Muyou! Ryououki 4th Season,Ep 4/4,SUB
4240,Teekyu 8,Ep 12/12,SUB
4241,Spriggan,Ep Full,"SUB
DUB"
4242,Sasami-san@Ganbaranai,Ep 12/12,SUB
4243,Recorder and Randsell Mi,Ep 12/12,SUB
4244,Pokemon the Movie 19: Volcanion and the Mechanical Marvel,Ep Full,"SUB
DUB"
4245,My Wife is the Student Council President!,Ep 12/12,SUB
4246,Nyanpire The Animation,Ep 12/12,SUB
4247,Tokimeki Memorial: Only Love Specials,Ep 2/2,SUB
4248,Teekyu 7,Ep 12/12,SUB
4249,Brave of the Sun Fighbird,Ep 48/48,SUB
4250,Marriage of God & Soul Godannar!!,Ep 13/13,SUB
4251,Seireitsukai no Blade Dance Specials,Ep 6/6,SUB
4252,Recorder and Randsell,Ep 13/13,SUB
4253,Panyo Panyo Di Gi Charat,Ep 12/12,"SUB
DUB"
4254,Nobunaga the Fool,Ep 24/24,"SUB
DUB"
4255,Mobile Suit Gundam Unicorn: Episode EX - 100 Years of Solitude,Ep 1/1,SUB
4256,Mobile Suit Gundam MS IGLOO: The Hidden One Year War,Ep 3/3,SUB
4257,Mobile Suit Gundam F91,Ep Full,"SUB
DUB"
4258,MARGINAL #4 the Animation,Ep 12/12,SUB
4259,Kyou no Asuka Show,Ep 20/20,SUB
4260,Steel Angel Kurumi Encore,Ep 4/4,"SUB
DUB"
4261,Ninja Scroll: The Series,Ep 13/13,DUB
4262,Jungle Taitei (1989),Ep 52/52,SUB
4263,Inazuma Eleven: Balance of Ares,Ep 23/23,SUB
4264,Hina Logic – from Luck & Logic,Ep 12/12,"SUB
DUB"
4265,Hanaukyou Maid-tai OVA,Ep 3/3,SUB
4266,Girls Bravo: Second Season,Ep 13/13,"SUB
DUB"
4267,DNA²,Ep 12/12,DUB
4268,Chain Chronicle: The Light of Haecceitas,Ep 12/12,"SUB
DUB"
4269,Cardfight!! Vanguard G Stride Gate,Ep 24/24,SUB
4270,Brothers Conflict OVA,Ep 2/2,"SUB
DUB"
4271,B-Project: Zecchou*Emotion,Ep 12/12,SUB
4272,Wedding Peach,Ep 51/51,"SUB
DUB"
4273,.hack//Unison,Ep 1/1,"SUB
DUB"
4274,Fastest Finger First,Ep 12/12,SUB
4275,Master of Mosquiton,Ep 6/6,"SUB
DUB"
4276,Majime ni Fumajime Kaiketsu Zorori,Ep 97/97,SUB
4277,Madan no Ou to Vanadis: Tigre-kun to Vanadi-chu,Ep 13/13,SUB
4278,Ghost in the Shell: Stand Alone Complex: Solid State Society 3D: Tachikomatic Days,Ep 3/3,SUB
4279,Mushiking: The Guardians of the Forest,Ep 52/52,
4280,Hell Teacher Nube: Summer Holiday of Fear! Legend of the Sea of Suspicion,Ep Full,SUB
4281,Samurai After,Ep 2/2,SUB
4282,Gad Guard,Ep 26/26,"SUB
DUB"
4283,Fireball,Ep 13/13,SUB
4284,Crayon Shin-chan Movie 27: Dangerous Honeymoon - The Lost Daddy,Ep Full,SUB
4285,Candy Candy (Movie),Ep Full,SUB
4286,All Purpose Cultural Cat Girl Nuku Nuku,Ep 6/6,SUB
4287,Sorcerer Hunters,Ep 26/26,"SUB
DUB"
4288,Argonavis from BanG Dream!,Ep 13/13,SUB
4289,Aiura,Ep 12/12,SUB
4290,Rock'n Roll Kids,Ep 42/42,SUB
4291,Marches Comes in Like a Lion: Special Omnibus Episode,Ep 1/1,DUB
4292,Zenonzard The Animation (OVA),Ep 1/1,SUB
4293,Stella no Mahou Specials,Ep 2/2,SUB
4294,Neo Human Casshan,Ep 35/35,SUB
4295,The Beauty Blogger,Ep 20/20,SUB
4296,Full-Time Magister 2,Ep 12/12,SUB
4297,Pokémon: Black & White: Adventures in Unova,Ep 45/45,DUB
4298,Yama no Susume: Kabe tte Kowakunai no?,Ep 1/1,SUB
4299,Tokyo Tribe 2,Ep 13/13,SUB
4300,Sukisho,Ep 13/12,SUB
4301,Sasami Magical Girls Club 2nd Season,Ep 13/13,"SUB
DUB"
4302,Love Tyrant,Ep 12/12,"SUB
DUB"
4303,The Wonderful Wizard of Oz,Ep 52/52,"SUB
DUB"
4304,Go!! Karate Club,Ep 4/4,SUB
4305,Cooking with Valkyries II,Ep 8/8,SUB
4306,Mini Yuri,Ep 4/4,SUB
4307,Famous Dog Lassie,Ep 25/25,SUB
4308,Magical Project S,Ep 26/26,SUB
4309,Lupin III: Bank of Liberty,Ep 1/1,"SUB
DUB"
4310,Koukaku Kidoutai: SAC_2045,Ep 12/12,"SUB
DUB"
4311,Katsugeki Touken Ranbu,Ep 13/13,"SUB
DUB"
4312,Kanamewo,Ep 1/1,SUB
4313,After School Dice Club,Ep 12/12,"SUB
DUB"
4314,Hentai Ouji to Warawanai Neko.: Henneko BBS,Ep 13/13,SUB
4315,God Troubles Me,Ep 12/12,SUB
4316,Good Luck! Ninomiya-kun,Ep 12/12,SUB
4317,Fortune Arterial: Akai Yakusoku,Ep 12/12,SUB
4318,Fate/Kaleid Liner Prisma Illya: Dance at the Sports Festival!,Ep 1/1,"SUB
DUB"
4319,Fate/kaleid liner Prisma☆Illya 3rei!! Specials,Ep 6/6,SUB
4320,eX-Driver,Ep 6/6,"SUB
DUB"
4321,Di Gi Charat,Ep 16/16,SUB
4322,The Severing Crime Edge,Ep 13/13,SUB
4323,Mahou Shoujo Lyrical Nanoha ViVid,Ep 12/12,SUB
4324,Macross Δ Movie: Gekijou no Walküre,Ep Full,SUB
4325,Hand Maid May: Akiramemasen,Ep 1/1,"SUB
DUB"
4326,Hand Maid May,Ep 10/10,"SUB
DUB"
4327,Gurazeni Season 2,Ep 12/12,SUB
4328,The Golden Bird,Ep Full,SUB
4329,Garakowa -Restore the World-,Ep Full,SUB
4330,Fatal Fury 2: The New Battle,Ep 1/1,"SUB
DUB"
4331,Eat-Man,Ep 12/12,SUB
4332,Baka to Test to Shoukanjuu Mini Anime,Ep 1/1,SUB
4333,Arad Senki: Slap Up Party,Ep 26/26,SUB
4334,A Certain Magical Index III,Ep 26/26,"SUB
DUB"
4335,Terra Formars: Revenge,Ep 13/13,"SUB
DUB"
4336,Teekyu 4,Ep 12/12,SUB
4337,Fantastic Detective Labyrinth,Ep 25/25,SUB
4338,Stratos 4 OVA,Ep 2/2,DUB
4339,Nana Seven of Seven,Ep 26/25,"SUB
DUB"
4340,Nurse Angel Ririka SOS,Ep 14/14,SUB
4341,The Westward,Ep 16/16,SUB
4342,Utawarerumono: Tusukuru-koujo no Karei Naru Hibi,Ep 1/1,SUB
4343,In Search of the Lost Future: Special,Ep 1/1,SUB
4344,Tonagura!,Ep 13/13,SUB
4345,Tesagure! Bukatsumono,Ep 12/12,SUB
4346,Teekyu 2,Ep 12/12,SUB
4347,Tailenders,Ep Full,SUB
4348,Armored Trooper Votoms: Phantom Arc,Ep 6/6,SUB
4349,Saibi,Ep Full,SUB
4350,[C] CONTROL - The Money and Soul of Possibility,Ep 11/11,"SUB
DUB"
4351,Burn the Witch,Ep 3/3,"SUB
DUB"
4352,Brigadoon,Ep 26/26,SUB
4353,As Miss Beelzebub Likes.,Ep 12/12,SUB
4354,Amagami SS,Ep 2/6,SUB
4355,Ajin OVA,Ep 3/3,SUB
4356,Aishen Qiaokeli-ing...II,Ep 15/15,SUB
4357,Air: The Movie,Ep Full,"SUB
DUB"
4358,"Wei, Kanjian Erduo La!",Ep 12/12,SUB
4359,The Betrayal Knows My Name,Ep 24/24,SUB
4360,The God of High School,Ep 13/13,"SUB
DUB"
4361,Tenchi Muyou! Ryououki 3rd Season: Tenchi Seirou naredo Namitakashi?,Ep 1/1,"SUB
DUB"
4362,Suite Precure,Ep 48/48,SUB
4363,Spiral: Bond of Reasoning,Ep 25/25,"SUB
DUB"
4364,"Sengoku Basara Two: Ryuko, Itadaki no Chikai! Atsuki Mirai e Kakeru Tamashii!!",Ep 1/1,"SUB
DUB"
4365,Sankarea OVA,Ep 2/2,SUB
4366,"Ranma ½: Big Trouble in Nekonron, China",Ep Full,"SUB
DUB"
4367,Pokemon The Movie 10: The Rise Of Darkrai,Ep Full,"SUB
DUB"
4368,Plastic Neesan,Ep 1/1,SUB
4369,The Royal Tutor Movie,Ep Full,SUB
4370,Big Windup!,Ep 1/1,SUB
4371,One Piece: The Curse of the Sacred Sword,Ep Full,SUB
4372,Witchblade,Ep 24/24,"SUB
DUB"
4373,Witch Hunter Robin,Ep 26/26,"SUB
DUB"
4374,Utawarerumono: The False Faces,Ep 25/25,"SUB
DUB"
4375,Uta no Prince Sama 2nd Season,Ep 13/13,SUB
4376,Tokyo Majin Gakuen Kenpucho: Tou Dai Ni Maku,Ep 12/12,"SUB
DUB"
4377,The Perfect Insider,Ep 11/11,SUB
4378,Armored Trooper Votoms: Pailsen Files,Ep 12/12,SUB
4379,selector infected WIXOSS,Ep 12/12,SUB
4380,Pop Team Epic,Ep 12/12,SUB
4381,One Punch Man 2nd Season Specials,Ep 6/6,"SUB
DUB"
4382,Mondaiji-tachi ga Isekai kara Kuru Sou Desu yo?: Onsen Manyuuki,Ep 1/1,"SUB
DUB"
4383,Mob Psycho 100: Reigen - Shirarezaru Kiseki no Reinouryokusha,Ep 1/1,SUB
4384,Mix,Ep 24/24,"SUB
DUB"
4385,Mazinger Z,Ep 92/92,SUB
4386,This Art Club Has a Problem!,Ep 12/12,SUB
4387,KINMOZA!,Ep 12/12,SUB
4388,Patlabor: The Mobile Police,Ep 7/7,"SUB
DUB"
4389,[RAW] Funny Faces in High School,Ep 86/86,
4390,Gakuen Utopia Manabi Straight!,Ep 13/13,SUB
4391,Twin Princesses of the Mysterious Star,Ep 51/51,SUB
4392,Mysterious Play OVA 2,Ep 6/6,SUB
4393,Dragon Quest: Adventure of Dai (2020),Ep 100/100,"SUB
DUB"
4394,Doraemon Movie 37: Great Adventure in the Antarctic Kachi Kochi,Ep Full,SUB
4395,Canaan,Ep 13/13,"SUB
DUB"
4396,Black Clover,Ep 170/170,"SUB
DUB"
4397,Amanchu!,Ep 12/12,SUB
4398,Alps no Shoujo Heidi,Ep 52/52,SUB
4399,Needless,Ep 24/24,"SUB
DUB"
4400,A Summer Snow Rendezvous,Ep 11/11,SUB
4401,Natsu no Arashi!,Ep 13/13,SUB
4402,Mobile Suit Gundam SEED Destiny Special Edition,Ep 4/4,"SUB
DUB"
4403,Mitaiken Horizon,Ep 1/1,SUB
4404,Mirai Nikki OVA,Ep 1/1,SUB
4405,Meng Qi Shi Shen,Ep 12/12,SUB
4406,Ghost in the Shell: Stand Alone Complex: Tachikomatic Days,Ep 1/12,"SUB
DUB"
4407,Stigma of the Wind,Ep 24/24,"SUB
DUB"
4408,Inukami!,Ep 26/26,SUB
4409,Inferno Cop,Ep 13/13,SUB
4410,Gun x Sword,Ep 26/26,"SUB
DUB"
4411,Rave Master,Ep 51/51,SUB
4412,Gosenzo-sama Banbanzai!,Ep 6/6,SUB
4413,Cyborg 009,Ep 50/50,DUB
4414,Crayon Shin-chan: Serious Battle! Robot Dad Strikes Back,Ep Full,SUB
4415,Bubblegum Crisis,Ep 8/8,"SUB
DUB"
4416,Aggretsuko: We Wish You a Metal Christmas,Ep 1/1,SUB
4417,Uta no☆Prince-sama♪ Maji Love 2000%: Shining Star Xmas,Ep 1/1,SUB
4418,Pumpkin Scissors,Ep 24/24,"SUB
DUB"
